,Question,Category,Answer,answer_class
0,Какие документы выдаются после прохождения курса обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
1,Где можно получить сертификат о завершении образовательной программы?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
2,Какие документы мне будут необходимы после завершения обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
3,Как узнать о возможности получения документации по итогам обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
4,Где я могу узнать о процедуре получения документов после окончания курса?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
5,Какие платформы предоставляют информацию о выдаваемых после обучения документах?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
6,"Как можно быть уверенным, что документы, полученные после обучения, являются официальными?",Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
7,Что будет подтверждено документом после завершения обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
8,Какие требования нужно выполнить для получения документа после обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
9,Какие данные будут указаны в документе после прохождения всех испытаний?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
10,"Какие права и привилегии предоставляет документ, полученный после обучения?",Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
11,Как долго занимает процесс получения документа после завершения обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
12,Какие инстанции или организации могут потребовать предъявления такого документа?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
13,Какие возможности открываются при наличии официального документа об обучении?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
14,Какие документы будут выданы после завершения обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
15,Существует ли возможность получить дополнительные сертификаты по окончании курса?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
16,Какие виды аккредитаций предусмотрены для студентов после завершения программы обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
17,"Какие удостоверения будут выданы выпускникам, подтверждающие их квалификацию?",Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
18,"Какие документы я получу, чтобы подтвердить свои навыки и знания?",Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
19,Есть ли возможность получить диплом или сертификат после успешного прохождения курсов?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
20,Какие документы будут выдаваться выпускникам в качестве подтверждения прохождения обучения?,Документы,"После успешного прохождения выпускных испытаний вы получите документ, подтверждающий уровень ваших компетенций. Подробнее - https://gb.ru/academiccertificates",0
21,Какие аттестации необходимо сдать для получения итогового документа об образовании?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
22,Какие компетенции оцениваются в процессе итоговой и промежуточных аттестаций?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
23,Какие шаги следует предпринять после завершения всех аттестаций для получения итогового документа об образовании?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
24,Какие документы необходимо предоставить для получения итогового документа об образовании?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
25,Какая роль играет итоговый документ в профессиональной деятельности выпускника?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
26,Как можно узнать о процессе выдачи итогового документа в вашем учебном заведении?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
27,Какие возможности предусмотрены для улучшения оценок в случае неудовлетворительных результатов аттестации?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
28,Какие требования нужно выполнить для получения диплома?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
29,Почему важно сдавать промежуточные аттестации?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
30,Можно ли получить диплом без сдачи итоговой аттестации?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
31,Какие компетенции оцениваются в результате промежуточных и итоговых аттестаций?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
32,Что грозит за несдачу промежуточных и итоговых аттестаций?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
33,"Есть ли возможность получить диплом, не проходя аттестации?",Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
34,"Какие последствия могут быть, если пропустить промежуточные аттестации?",Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
35,Зачем необходимо успешно сдать итоговую аттестацию?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
36,"Что делать, если не были сданы промежуточные аттестации?",Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
37,Какие документы нужно предоставить для прохождения всех аттестаций и получения диплома?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
38,Какие этапы обучения необходимо пройти для получения документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
39,Что является основными критериями оценки для выдачи итогового документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
40,Какие аттестации необходимо успешно сдать для получения итогового документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
41,Какие компетенции оцениваются в процессе обучения для оформления документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
42,Что важно учитывать при подготовке к итоговой аттестации для получения документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
43,Какие требования предъявляются к написанию работы/проекта для выдачи документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
44,Какие дополнительные действия необходимо предпринять после завершения обучения для получения документа?,Документы,"Чтобы получить итоговый документ, нужно сдать итоговую и все промежуточные аттестации. По их результатам оцениваются компетенции, которые важны для итогового документа.",1
45,"Какие условия нужно выполнить, чтобы получить диплом?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
46,Какие документы необходимо предоставить для получения диплома?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
47,Каковы сроки выдачи диплома после итоговой аттестации?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
48,"Есть ли возможность получить диплом, если оплата обучения была произведена до 3 декабря 2019 года?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
49,Какие формы итоговой аттестационной работы допустимы для получения диплома?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
50,Как происходит процесс сдачи итоговой аттестации?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
51,Какие документы требуются для подтверждения успешной сдачи всех промежуточных аттестаций?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
52,Каким образом можно связаться с куратором для получения диплома?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
53,"Могу ли я получить диплом, если у меня имеется диплом другого образовательного учреждения?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
54,"Какие последствия могут возникнуть, если не все условия для получения диплома были выполнены?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
55,"На какие условия я должен соответствовать, чтобы получить диплом?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
56,Какие документы необходимо предоставить для оформления диплома?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
57,Есть ли специфические требования к документам для получения диплома?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
58,Каков срок оформления диплома после прохождения итоговой аттестации?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
59,"Могу ли я получить диплом, если не оплатил обучение после определенной даты?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
60,"Что нужно сделать, если не все промежуточные аттестации были сданы до итоговой аттестации?",Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
61,Какие формы итоговой аттестационной работы могут быть признаны для выдачи диплома?,Документы,"Можем его выдать, если вы:

оплатили обучение после 3 декабря 2019 года;
имеете среднее или высшее профессиональное образование — подойдут диплом СПО или ВО. Если вы ещё не закончили СУЗ или ВУЗ, подойдёт справка из образовательного учреждения;
при зачислении предоставили пакет документов — паспорт, диплом, СНИЛС, сведения о смене ФИО (при наличии), сведения о признании иностранного диплома (при наличии);
сдали все промежуточные аттестации до даты итоговой аттестации;
успешно сдали итоговую аттестацию.
Итоговой аттестацией может быть:

итоговый экзамен;
защита проекта;
другие формы итоговой аттестационной работы.
Мы подготовим диплом в течение 30 дней от даты итоговой аттестации. Чтобы его получить, обратитесь к куратору.",2
